id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,text
17871,Men,Apparel,Innerwear,Briefs,Maroon,Winter,2016,Casual,Levis Men Boxer Maroon Brief,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17871.jpg,Casual | Levis Men Boxer Maroon Brief
9452,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,John Miller Men Stripes White Red Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9452.jpg,Formal | John Miller Men Stripes White Red Shirts
38402,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Baggit Women Hood Dabang Black Belt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/38402.jpg,Casual | Baggit Women Hood Dabang Black Belt
44984,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Women White Dial Watch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/44984.jpg,Casual | Maxima Women White Dial Watch
10268,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Hang Work Leather Black Formal Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/10268.jpg,Formal | Clarks Men Hang Work Leather Black Formal Shoes
45856,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Vishudh Women Brown Kurta,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/45856.jpg,Ethnic | Vishudh Women Brown Kurta
32138,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Playboy Men Blue Titanium Briefs,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/32138.jpg,Casual | Playboy Men Blue Titanium Briefs
59435,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59435.jpg,Formal | Arrow Men Black Formal Shoes
5891,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Puma Men's Stripe Polo Black T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/5891.jpg,Casual | Puma Men's Stripe Polo Black T-shirt
38630,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Nike Women Purple Polo T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/38630.jpg,Casual | Nike Women Purple Polo T-shirt
4943,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Gini and Jony Boy's Kaleb White Brown Kidswear,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/4943.jpg,Casual | Gini and Jony Boy's Kaleb White Brown Kidswear
11188,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Carrera Men Dial steel finish strap Silver Watches,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/11188.jpg,Casual | Carrera Men Dial steel finish strap Silver Watches
10866,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Men Motor Rider Red T-Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/10866.jpg,Casual | Wrangler Men Motor Rider Red T-Shirts
59607,Women,Apparel,Saree,Sarees,Grey,Fall,2012,Ethnic,FNF Pink & Grey Wedding Collection Sari,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59607.jpg,Ethnic | FNF Pink & Grey Wedding Collection Sari
15528,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Scribble Black Tshirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/15528.jpg,Casual | Puma Men Scribble Black Tshirts
45258,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/45258.jpg,Casual | CASIO EDIFICE Men Black Dial Chronograph Watch ED60
42841,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,French Connection Women Beige Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/42841.jpg,Casual | French Connection Women Beige Handbag
22198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Timberland Men Black Casual Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/22198.jpg,Casual | Timberland Men Black Casual Shoes
29570,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012,Casual,Vans Men Classic Slip-On Purple & Black Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29570.jpg,Casual | Vans Men Classic Slip-On Purple & Black Shoes
43993,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Police Women Passion Perfume,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/43993.jpg,Casual | Police Women Passion Perfume
6628,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Lowell White Silver Shoe,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/6628.jpg,Sports | ADIDAS Men's Lowell White Silver Shoe
54924,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Do U Speak Green Men Blue Shorts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/54924.jpg,Casual | Do U Speak Green Men Blue Shorts
26538,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual,ID Men Red Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/26538.jpg,Casual | ID Men Red Shoes
35913,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Peperone Women Black & White Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/35913.jpg,Casual | Peperone Women Black & White Handbag
49495,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Vans Men Khaki Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/49495.jpg,Casual | Vans Men Khaki Shoes
9660,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Indigo Nation Men Reversible Bling Pink Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9660.jpg,Casual | Indigo Nation Men Reversible Bling Pink Shirts
2288,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Nike Women Black T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/2288.jpg,Sports | Nike Women Black T-shirt
23876,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Blue Sweatshirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/23876.jpg,Casual | ADIDAS Men Blue Sweatshirt
18237,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Manchester United Men Solid Red Tshirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/18237.jpg,Casual | Manchester United Men Solid Red Tshirt
54118,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/54118.jpg,Casual | Rocia Women Black Flats
2872,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Leather Flats,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/2872.jpg,Casual | Catwalk Women Leather Flats
49653,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Mineral Women Green Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/49653.jpg,Casual | Mineral Women Green Top
8574,Women,Footwear,Sandal,Sandals,Pink,Fall,2011,Casual,Crocs Dora Boots Pink Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/8574.jpg,Casual | Crocs Dora Boots Pink Sandals
16957,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Image Men Sunglasses,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/16957.jpg,Casual | Image Men Sunglasses
19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,2011,Casual,Lotto Men XL Water Man Silver Slippers,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/19123.jpg,Casual | Lotto Men XL Water Man Silver Slippers
13419,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Solid Pink Polo T-shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/13419.jpg,Casual | United Colors of Benetton Men Solid Pink Polo T-shirts
17885,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Comfort Style Grey Innerwear Vest,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17885.jpg,Casual | Levis Men Comfort Style Grey Innerwear Vest
43369,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013,Casual,Reebok Men Black Possession Flip Flops,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/43369.jpg,Casual | Reebok Men Black Possession Flip Flops
48781,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48781.jpg,Casual | Lucera Women Silver Pendant
44970,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Analog Chronograph Watch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/44970.jpg,Casual | Maxima Men White Dial Analog Chronograph Watch
56489,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,2017,,Streetwear Ash Nail Polish # 31,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/56489.jpg,nan | Streetwear Ash Nail Polish # 31
39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,2012,Casual,Peter England Unisex Orange Sleeve Bag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/39524.jpg,Casual | Peter England Unisex Orange Sleeve Bag
33822,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Axis White & Grey Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/33822.jpg,Sports | Puma Men Axis White & Grey Sports Shoes
58513,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Tonga Women Maroon Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/58513.jpg,Casual | Tonga Women Maroon Top
25947,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/25947.jpg,Casual | Femella Women Brown Scarf
52029,Unisex,Apparel,Topwear,Rain Jacket,Coffee Brown,Summer,2012,,Just Natural Unisex Charcoal Rain Jacket,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/52029.jpg,nan | Just Natural Unisex Charcoal Rain Jacket
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Twelve Faster T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/5865.jpg,Casual | ADIDAS Men's Twelve Faster T-shirt
39716,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Arrow Woman Women Blue Dress,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/39716.jpg,Casual | Arrow Woman Women Blue Dress
25349,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Levis Men Red Brief,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/25349.jpg,Casual | Levis Men Red Brief
11940,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Ganuchi Men Casual Black Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/11940.jpg,Casual | Ganuchi Men Casual Black Sandals
55802,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/55802.jpg,Casual | SDL by Sweet Dreams Women Green Printed Night Suit S11-3124
29584,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Indigo Nation Men Printed Black T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29584.jpg,Casual | Indigo Nation Men Printed Black T-shirt
43967,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,DKNY Women Red Delicious Perfume,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/43967.jpg,Casual | DKNY Women Red Delicious Perfume
28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Sports,Urban Yoga Women Blue Skirt With Leggings,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/28456.jpg,Sports | Urban Yoga Women Blue Skirt With Leggings
34009,Girls,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Gini and Jony Girls Black Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/34009.jpg,Casual | Gini and Jony Girls Black Top
19311,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men Air Rift MTR White Casual Shoe,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/19311.jpg,Casual | Nike Men Air Rift MTR White Casual Shoe
42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Corona Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/42089.jpg,Sports | ADIDAS Men White Corona Sports Shoes
22950,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Unisex Black Dial Watch 9915PP13,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/22950.jpg,Casual | Fastrack Unisex Black Dial Watch 9915PP13
49461,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Blue Era Scilla Plaid Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/49461.jpg,Casual | Vans Men Blue Era Scilla Plaid Shoes
8746,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2015,Casual,Crocs Kids Navy Blue Clogs,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/8746.jpg,Casual | Crocs Kids Navy Blue Clogs
9694,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9694.jpg,Casual | Classic Polo Men Vulcan White Polo Tshirts
23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Fila Men Destiny Grey Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/23882.jpg,Sports | Fila Men Destiny Grey Sports Shoes
34835,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Blue Chill Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/34835.jpg,Sports | ADIDAS Men Blue Chill Sports Shoes
15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Turtle Check Men Yellow Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/15984.jpg,Casual | Turtle Check Men Yellow Shirt
41268,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/41268.jpg,Casual | Arrow Men Black Wallet
11518,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Heels,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/11518.jpg,Casual | Catwalk Women Gun Metal Grey Heels
14856,Women,Accessories,Wallets,Wallets,Beige,Summer,2011,Casual,United Colors of Benetton Women Solid Beige Wallets,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/14856.jpg,Casual | United Colors of Benetton Women Solid Beige Wallets
33648,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Lotto Men Ridge Brown Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/33648.jpg,Casual | Lotto Men Ridge Brown Sandals
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59297.jpg,Casual | U.S. Polo Assn. Men White & Navy Blue Shirt
28032,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Jockey ELANCE Men Bikini White Brief 1005,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/28032.jpg,Casual | Jockey ELANCE Men Bikini White Brief 1005
27846,Women,Apparel,Topwear,Blazers,Charcoal,Summer,2012,Formal,Scullers For Her Charcoal Blazer,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/27846.jpg,Formal | Scullers For Her Charcoal Blazer
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Jealous 21 Women Black Jeans,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/26994.jpg,Casual | Jealous 21 Women Black Jeans
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,2012,Casual,iPanema Women Red Flip Flops,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/49839.jpg,Casual | iPanema Women Red Flip Flops
